Cycle start time,Cycle end time,Cycle timezone,Recovery score %,Resting heart rate (bpm),Heart rate variability (ms),Skin temp (celsius),Blood oxygen %,Day Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %
2022-02-26 23:36:35,2022-02-28 00:35:14,UTC-08:00,85,46,80,34.30,96.28,4.1,1822,118,52,2022-02-26 23:36:35,2022-02-27 07:14:12,77,14.7,402,457,211,80,111,55,524,5,87,78
2022-02-25 21:10:54,2022-02-26 23:36:35,UTC-08:00,58,42,50,34.20,95.54,19.8,3545,187,59,2022-02-25 21:10:54,2022-02-26 07:07:46,98,14.2,508,593,425,63,20,85,520,69,85,69
2022-02-24 23:39:01,2022-02-25 21:10:54,UTC-08:00,37,46,49,33.90,96.83,4.5,1590,141,51,2022-02-24 23:39:01,2022-02-25 06:42:53,69,15.3,359,413,135,100,124,54,518,67,87,75
2022-02-23 23:55:47,2022-02-24 23:39:01,UTC-08:00,66,43,60,33.59,97.93,4.4,1747,116,50,2022-02-23 23:55:47,2022-02-24 06:19:39,70,14.1,355,383,210,101,44,28,508,31,92,65
2022-02-22 21:12:59,2022-02-23 23:55:47,UTC-08:00,41,42,50,33.20,96.78,13.6,2559,164,51,2022-02-22 21:12:59,2022-02-23 05:43:23,89,15.1,450,510,279,73,98,60,506,56,88,73
2022-02-21 21:34:34,2022-02-22 21:12:59,UTC-08:00,40,42,45,33.28,97.44,4.1,1722,127,49,2022-02-21 21:34:34,2022-02-22 05:03:43,75,14.2,393,443,270,85,38,50,523,71,91,66
2022-02-20 22:47:18,2022-02-21 21:34:34,UTC-08:00,86,45,78,34.17,96.46,5.1,1728,157,51,2022-02-20 22:47:18,2022-02-21 04:56:04,68,14.4,346,368,251,54,41,22,509,44,93,79
2022-02-19 22:43:03,2022-02-20 22:47:18,UTC-08:00,76,42,59,34.78,97.74,11.2,2160,176,52,2022-02-19 22:43:03,2022-02-20 06:29:52,80,14.3,440,466,317,75,48,26,548,47,94,68
2022-02-19 00:14:17,2022-02-19 22:43:03,UTC-08:00,89,42,62,34.00,95.43,17.3,2487,178,54,2022-02-19 00:14:17,2022-02-19 07:36:19,79,14.3,419,432,219,155,45,13,533,42,96,56
2022-02-17 22:10:22,2022-02-19 00:14:17,UTC-08:00,65,43,54,33.61,95.61,15.8,2764,166,55,2022-02-17 22:10:22,2022-02-18 05:55:59,81,14.5,407,465,232,101,74,58,502,44,87,76
2022-02-16 21:08:28,2022-02-17 22:10:22,UTC-08:00,75,45,58,33.87,96.82,9.0,2106,141,51,2022-02-16 21:08:28,2022-02-17 04:34:41,80,14.4,417,443,330,45,42,26,518,31,95,71
2022-02-15 21:46:35,2022-02-16 21:08:28,UTC-08:00,45,43,44,33.90,97.67,15.3,2390,173,54,2022-02-15 21:46:35,2022-02-16 06:14:15,89,14.6,444,508,314,70,60,64,497,47,87,71
2022-02-14 22:57:09,2022-02-15 21:46:35,UTC-08:00,81,44,61,33.10,95.95,4.0,1662,102,49,2022-02-14 22:57:09,2022-02-15 06:51:46,79,14.1,444,467,288,69,87,23,564,71,95,72
2022-02-13 22:36:47,2022-02-14 22:57:09,UTC-08:00,80,43,60,33.60,96.31,16.1,2632,169,55,2022-02-13 22:36:47,2022-02-14 04:41:55,68,13.9,334,365,253,40,41,31,495,20,91,76
2022-02-12 23:13:35,2022-02-13 22:36:47,UTC-08:00,58,44,52,33.92,96.88,13.4,2230,159,53,2022-02-12 23:13:35,2022-02-13 07:59:12,93,14.3,452,526,337,69,46,74,484,0,87,69
2022-02-11 22:13:05,2022-02-12 23:13:35,UTC-08:00,54,42,53,34.10,97.45,15.0,2638,155,54,2022-02-11 22:13:05,2022-02-12 08:05:00,100,14.1,557,591,402,116,39,34,489,51,94,57
2022-02-10 22:33:21,2022-02-11 22:13:05,UTC-08:00,27,47,62,,,16.5,2561,171,55,2022-02-11 17:50:03,2022-02-11 19:12:22,11,17.8,57,82,49,4,4,25,547,51,70,
2022-02-09 22:49:27,2022-02-10 22:33:21,UTC-08:00,36,43,45,34.44,96.00,17.2,2568,178,55,2022-02-09 22:49:27,2022-02-10 05:26:50,84,14.3,379,397,273,83,23,18,450,0,96,73
2022-02-08 22:10:41,2022-02-09 22:49:27,UTC-08:00,45,42,48,33.40,95.89,4.4,1821,116,50,2022-02-08 22:10:41,2022-02-09 06:45:00,100,14.4,461,514,308,109,44,53,419,31,89,68
2022-02-07 21:46:56,2022-02-08 22:10:41,UTC-08:00,39,49,72,35.80,100.00,4.0,1777,115,50,2022-02-08 12:54:26,2022-02-08 14:00:58,13,15.8,63,67,63,0,0,2,481,31,94,
2022-02-06 21:43:27,2022-02-07 21:46:56,UTC-08:00,52,44,55,33.80,95.29,14.9,2439,176,58,2022-02-06 21:43:27,2022-02-07 06:15:33,100,14.3,465,506,351,80,34,41,450,0,92,64
2022-02-05 21:00:55,2022-02-06 21:43:27,UTC-08:00,53,41,55,34.50,97.73,4.2,1816,135,49,2022-02-05 21:00:55,2022-02-06 08:28:25,100,14.0,596,677,434,102,60,81,504,53,88,58
2022-02-04 23:46:47,2022-02-05 21:00:55,UTC-08:00,57,43,59,33.50,96.88,4.4,1576,123,51,2022-02-04 23:46:47,2022-02-05 06:59:12,76,13.9,409,429,265,66,78,20,540,65,95,80
2022-02-03 23:32:03,2022-02-04 23:46:47,UTC-08:00,59,44,58,33.71,97.00,13.5,2282,176,54,2022-02-03 23:32:03,2022-02-04 06:09:57,71,14.0,364,397,257,64,43,33,510,40,91,79
2022-02-02 22:15:45,2022-02-03 23:32:03,UTC-08:00,76,42,65,34.20,97.68,12.4,2257,165,51,2022-02-02 22:15:45,2022-02-03 06:30:28,86,14.3,459,492,319,67,73,33,534,43,93,78
2022-02-01 21:57:36,2022-02-02 22:15:45,UTC-08:00,44,42,49,34.30,97.37,15.8,2524,174,54,2022-02-01 21:57:36,2022-02-02 06:10:33,85,14.3,458,493,343,67,48,35,541,89,92,69
2022-02-01 00:10:54,2022-02-01 21:57:36,UTC-08:00,62,46,63,34.14,97.36,4.9,1635,144,51,2022-02-01 00:10:54,2022-02-01 05:32:45,60,13.4,301,317,216,69,16,16,503,17,95,72
2022-01-30 20:33:35,2022-02-01 00:10:54,UTC-08:00,36,45,39,33.50,97.24,15.2,2885,176,56,2022-01-30 20:33:35,2022-01-31 06:18:11,94,14.6,495,581,302,109,84,86,527,76,85,59
2022-01-30 00:23:59,2022-01-30 20:33:35,UTC-08:00,58,46,61,34.40,96.40,4.8,1519,133,54,2022-01-30 00:23:59,2022-01-30 06:29:54,66,13.9,348,365,220,60,68,17,527,31,95,73
2022-01-28 23:52:43,2022-01-30 00:23:59,UTC-08:00,46,45,51,33.71,96.61,16.6,2734,170,57,2022-01-28 23:52:43,2022-01-29 07:48:37,86,14.0,419,475,284,91,44,56,488,20,88,75
2022-01-27 21:45:55,2022-01-28 23:52:43,UTC-08:00,52,43,54,34.09,97.53,12.0,2263,165,51,2022-01-27 21:45:55,2022-01-28 06:29:46,93,14.1,480,523,341,97,42,36,518,35,92,80
2022-01-26 23:41:41,2022-01-27 21:45:55,UTC-08:00,59,46,61,,97.44,14.6,2090,175,54,2022-01-26 23:41:41,2022-01-27 07:04:34,84,14.2,420,439,257,72,91,19,502,17,95,84
2022-01-25 22:24:57,2022-01-26 23:41:41,UTC-08:00,50,40,50,33.70,96.77,14.9,2595,166,52,2022-01-25 22:24:57,2022-01-26 07:04:19,92,14.2,437,519,281,91,65,82,477,26,84,82
2022-01-24 23:31:30,2022-01-25 22:24:57,UTC-08:00,94,45,100,34.10,96.56,4.3,1687,123,49,2022-01-24 23:31:30,2022-01-25 07:11:57,88,14.1,435,460,305,54,76,25,492,8,95,82
2022-01-23 22:50:02,2022-01-24 23:31:30,UTC-08:00,52,41,49,33.90,97.45,14.8,2619,173,54,2022-01-23 22:50:02,2022-01-24 07:03:56,97,14.2,437,494,343,75,19,57,448,0,88,78
2022-01-22 23:13:49,2022-01-23 22:50:02,UTC-08:00,74,41,59,34.52,96.82,,1717,98,48,2022-01-22 23:13:49,2022-01-23 08:52:20,100,14.1,512,570,364,93,55,58,469,0,92,79
2022-01-21 22:49:21,2022-01-22 23:13:49,UTC-08:00,60,41,51,34.21,97.12,12.3,2194,168,49,2022-01-21 22:49:21,2022-01-22 07:50:26,100,14.5,508,538,324,90,94,30,496,44,94,82
2022-01-20 23:18:05,2022-01-21 22:49:21,UTC-08:00,71,46,62,33.67,97.47,4.7,1757,150,51,2022-01-20 23:18:05,2022-01-21 07:01:13,80,14.1,438,456,305,87,46,18,544,56,95,90
2022-01-19 23:39:17,2022-01-20 23:18:05,UTC-08:00,39,45,43,33.73,94.63,15.5,2582,156,55,2022-01-19 23:39:17,2022-01-20 06:58:29,75,14.6,384,426,261,94,29,42,514,26,91,81
2022-01-18 22:55:03,2022-01-19 23:39:17,UTC-08:00,30,43,38,33.96,96.36,15.4,2672,155,57,2022-01-18 22:55:03,2022-01-19 06:26:09,88,14.3,399,443,297,80,22,44,453,2,90,80
2022-01-17 22:14:28,2022-01-18 22:55:03,UTC-08:00,42,43,47,34.00,97.46,4.5,1810,113,50,2022-01-17 22:14:28,2022-01-18 06:45:39,99,14.7,454,511,312,90,52,57,457,5,90,76
2022-01-16 22:23:40,2022-01-17 22:14:28,UTC-08:00,44,46,52,33.10,96.31,4.9,1787,112,53,2022-01-16 22:23:40,2022-01-17 06:42:11,98,15.2,464,498,285,105,74,34,474,0,93,69
2022-01-15 23:53:32,2022-01-16 22:23:40,UTC-08:00,50,45,56,33.70,97.29,13.2,2099,174,54,2022-01-15 23:53:32,2022-01-16 06:11:10,100,14.9,341,377,235,64,42,36,311,0,92,48
2022-01-14 21:46:02,2022-01-15 23:53:32,UTC-08:00,73,48,68,33.57,98.00,15.3,2633,167,54,2022-01-14 21:46:02,2022-01-15 07:09:40,100,14.4,479,564,298,80,101,85,479,22,87,79
2022-01-13 22:58:49,2022-01-14 21:46:02,UTC-08:00,94,47,84,34.55,95.21,8.9,1927,169,56,2022-01-13 22:58:49,2022-01-14 06:40:46,90,14.7,431,459,292,79,60,28,478,8,93,81
2022-01-12 22:26:02,2022-01-13 22:58:49,UTC-08:00,80,47,69,34.00,96.93,12.3,2302,167,57,2022-01-12 22:26:02,2022-01-13 06:42:07,96,14.0,467,496,301,80,86,29,486,20,94,79
2022-01-12 00:03:39,2022-01-12 22:26:02,UTC-08:00,91,48,85,34.20,95.73,11.7,2021,156,55,2022-01-12 00:03:39,2022-01-12 07:44:24,91,14.7,416,455,171,82,163,39,456,5,91,67
2022-01-10 21:22:52,2022-01-12 00:03:39,UTC-08:00,89,46,56,33.86,97.05,4.2,1951,123,53,2022-01-10 21:22:52,2022-01-11 06:51:15,98,14.8,487,556,304,103,80,69,498,6,87,78
2022-01-09 22:26:32,2022-01-10 21:22:52,UTC-08:00,95,42,58,33.80,98.54,16.0,2473,176,54,2022-01-09 22:26:32,2022-01-10 07:02:10,97,14.6,435,514,240,95,100,79,451,0,85,76
2022-01-08 21:03:54,2022-01-09 22:26:32,UTC-08:00,87,42,53,34.30,97.33,4.7,1881,163,50,2022-01-08 21:03:54,2022-01-09 08:00:52,100,14.8,541,637,301,133,107,96,449,0,84,66
2022-01-07 23:05:41,2022-01-08 21:03:54,UTC-08:00,61,43,44,34.10,97.43,1.4,1593,103,49,2022-01-07 23:05:41,2022-01-08 08:08:31,100,14.9,502,542,342,120,40,40,462,0,92,59
2022-01-06 21:56:07,2022-01-07 23:05:41,UTC-08:00,69,46,48,34.29,95.93,10.8,2185,152,52,2022-01-06 21:56:07,2022-01-07 07:07:04,100,15.1,488,551,369,89,30,63,482,0,89,57
2022-01-05 18:50:18,2022-01-06 21:56:07,UTC-08:00,46,120,41,,,14.6,2585,178,57,2022-01-05 18:50:18,2022-01-06 08:36:21,100,0.0,823,826,823,0,0,3,234,0,99,26
2022-01-04 22:30:11,2022-01-05 18:50:18,UTC-08:00,1,120,30,,,12.4,1992,184,59,2022-01-05 12:02:58,2022-01-05 16:00:10,52,16.9,235,237,235,0,0,2,452,0,99,
2022-01-03 22:32:41,2022-01-04 22:30:11,UTC-08:00,46,45,42,33.80,95.88,4.4,1761,128,55,2022-01-03 22:32:41,2022-01-04 08:09:17,100,14.9,531,573,370,113,48,42,496,0,93,82
2022-01-02 21:40:38,2022-01-03 22:32:41,UTC-08:00,40,44,41,33.74,95.50,16.6,2630,175,60,2022-01-02 21:40:38,2022-01-03 07:47:36,100,15.0,520,607,350,140,30,87,506,56,86,76
2022-01-02 00:09:40,2022-01-02 21:40:38,UTC-08:00,77,46,52,34.24,96.06,4.2,1576,120,58,2022-01-02 00:09:40,2022-01-02 07:26:54,75,14.6,384,437,255,54,75,53,509,13,87,77
2021-12-31 23:23:01,2022-01-02 00:09:40,UTC-08:00,76,45,49,33.70,96.09,16.5,2696,174,63,2021-12-31 23:23:01,2022-01-01 07:36:46,94,14.7,457,494,301,80,76,37,485,0,92,80
2021-12-30 21:55:33,2021-12-31 23:23:01,UTC-08:00,48,42,44,33.86,95.68,15.1,2538,171,56,2021-12-30 21:55:33,2021-12-31 08:22:12,100,14.5,522,615,277,168,77,93,468,15,84,85
2021-12-29 22:19:49,2021-12-30 21:55:33,UTC-08:00,68,44,48,34.00,95.64,6.0,1816,111,52,2021-12-29 22:19:49,2021-12-30 07:18:18,93,14.6,464,532,333,101,30,68,500,8,89,86
2021-12-28 23:32:40,2021-12-29 22:19:49,UTC-08:00,68,43,47,33.99,97.42,15.9,2403,172,57,2021-12-28 23:32:40,2021-12-29 08:07:03,97,14.9,436,511,339,85,12,75,451,0,85,77
2021-12-27 22:02:56,2021-12-28 23:32:40,UTC-08:00,62,44,47,34.18,95.98,4.9,1899,124,54,2021-12-27 22:02:56,2021-12-28 08:14:14,100,14.2,533,611,346,116,71,78,476,0,87,83
2021-12-26 22:04:49,2021-12-27 22:02:56,UTC-08:00,52,46,46,34.30,94.73,13.6,2295,171,58,2021-12-26 22:04:49,2021-12-27 07:09:34,100,14.8,498,544,330,75,93,46,486,0,93,86
2021-12-25 22:12:36,2021-12-26 22:04:49,UTC-08:00,44,48,44,33.80,96.37,15.2,2752,156,63,2021-12-25 22:12:36,2021-12-26 07:36:10,100,15.0,534,563,388,71,75,29,500,49,94,83
2021-12-25 00:05:12,2021-12-25 22:12:36,UTC-08:00,42,44,46,34.24,96.25,4.3,1624,132,55,2021-12-25 00:05:12,2021-12-25 07:16:44,78,14.6,375,431,244,94,37,56,482,0,89,76
2021-12-23 21:50:02,2021-12-25 00:05:12,UTC-08:00,59,45,49,34.01,96.05,14.6,2448,180,59,2021-12-23 21:50:02,2021-12-24 07:18:00,100,14.2,500,556,274,128,98,56,490,13,90,89
2021-12-22 22:52:29,2021-12-23 21:50:02,UTC-08:00,75,45,59,33.40,96.67,13.6,2201,172,55,2021-12-22 22:52:29,2021-12-23 07:16:10,94,14.8,452,501,351,70,31,49,480,0,92,83
2021-12-21 21:43:44,2021-12-22 22:52:29,UTC-08:00,63,43,53,33.80,97.81,14.2,2437,170,55,2021-12-21 21:43:44,2021-12-22 07:14:40,100,14.2,518,538,294,156,68,20,480,29,96,86
2021-12-20 22:33:39,2021-12-21 21:43:44,UTC-08:00,39,46,41,33.62,97.81,4.4,1721,136,53,2021-12-20 22:33:39,2021-12-21 07:14:46,87,14.7,423,521,213,127,83,98,488,0,83,82
2021-12-19 21:36:38,2021-12-20 22:33:39,UTC-08:00,61,45,53,33.10,97.65,15.5,2542,175,55,2021-12-19 21:36:38,2021-12-20 08:07:51,100,14.4,564,631,327,117,120,67,477,0,90,86
2021-12-18 21:24:55,2021-12-19 21:36:38,UTC-08:00,49,48,45,34.30,97.00,13.8,2248,171,58,2021-12-18 21:24:55,2021-12-19 08:02:19,100,14.7,562,637,362,82,118,75,506,0,88,77
2021-12-17 21:52:04,2021-12-18 21:24:55,UTC-08:00,64,47,55,34.60,96.09,18.0,2734,179,59,2021-12-17 21:52:04,2021-12-18 07:10:27,100,14.5,494,537,340,97,57,43,487,6,94,
2021-12-16 22:28:51,2021-12-17 21:52:04,UTC-08:00,98,49,91,34.27,97.09,14.3,2231,181,58,2021-12-16 22:28:51,2021-12-17 06:52:05,97,14.4,478,501,318,79,81,23,492,13,95,
2021-12-15 23:17:58,2021-12-16 22:28:51,UTC-08:00,89,51,60,33.90,95.00,14.0,2173,177,58,2021-12-15 23:17:58,2021-12-16 07:17:57,94,14.4,423,480,286,85,52,57,448,0,90,
2021-12-15 00:00:00,2021-12-15 23:17:58,UTC-08:00,,,,,,,32,90,71,,,,,,,,,,,,,,
2021-12-04 21:59:50,2021-12-05 20:59:11,UTC-08:00,49,61,40,34.70,96.50,4.4,1096,121,74,2021-12-04 21:59:50,2021-12-05 06:52:34,100,15.3,500,533,300,110,90,33,450,0,94,83
2021-12-03 20:59:11,2021-12-04 21:59:50,UTC-08:00,64,45,49,33.90,96.00,4.0,1822,124,53,2021-12-03 20:59:11,2021-12-04 06:21:57,100,14.8,484,562,311,101,72,78,451,0,86,89
2021-12-02 20:49:09,2021-12-03 20:59:11,UTC-08:00,71,43,52,34.10,96.30,4.4,1777,126,56,2021-12-02 20:49:09,2021-12-03 06:14:05,100,14.6,515,564,365,91,59,49,452,2,91,
2021-12-01 21:10:33,2021-12-02 20:49:09,UTC-08:00,73,45,57,33.90,96.03,2.0,1484,99,53,2021-12-01 21:10:33,2021-12-02 07:02:45,99,14.9,496,575,340,83,73,79,502,51,87,
2021-11-30 21:39:09,2021-12-01 21:10:33,UTC-08:00,64,45,52,34.00,95.85,3.2,1702,98,52,2021-11-30 21:39:09,2021-12-01 06:57:59,82,15.1,474,554,246,104,124,80,576,127,87,
2021-11-30 00:00:00,2021-11-30 21:39:09,UTC-08:00,,,,,,,293,93,63,,,,,,,,,,,,,,
2021-11-21 20:29:33,2021-11-22 20:29:33,UTC-08:00,56,58,60,,,4.3,803,114,63,2021-11-22 03:37:23,2021-11-22 06:23:36,27,16.2,156,163,111,38,7,7,578,127,95,
2021-11-20 21:28:28,2021-11-21 20:29:33,UTC-08:00,84,57,63,,,5.5,1756,123,61,2021-11-20 21:28:28,2021-11-21 10:58:00,100,16.2,601,809,389,132,80,208,450,0,74,50
2021-11-19 21:03:16,2021-11-20 21:28:28,UTC-08:00,90,45,67,,,3.5,1775,109,53,2021-11-19 21:03:16,2021-11-20 06:37:29,100,15.2,542,573,322,118,102,31,450,0,94,
2021-11-18 20:47:29,2021-11-19 21:03:16,UTC-08:00,81,50,61,,,4.1,1774,111,57,2021-11-18 20:47:29,2021-11-19 06:16:06,100,16.1,477,565,226,92,159,88,453,2,84,
2021-11-17 22:02:35,2021-11-18 20:47:29,UTC-08:00,51,51,45,,,4.2,1670,115,56,2021-11-17 22:02:35,2021-11-18 06:58:44,99,15.5,476,536,274,113,89,60,483,0,89,
2021-10-28 22:17:04,2021-10-29 22:17:04,UTC-07:00,44,42,42,,,2.5,1348,123,65,2021-10-28 22:17:04,2021-10-29 06:49:37,94,15.4,477,512,377,80,20,35,509,58,95,78
2021-10-27 23:42:07,2021-10-28 22:17:04,UTC-07:00,53,50,57,,,4.0,1653,106,54,2021-10-27 23:42:07,2021-10-28 07:22:33,74,15.1,408,460,164,99,145,52,549,73,89,78
2021-10-26 23:50:15,2021-10-27 23:42:07,UTC-07:00,82,47,69,33.93,96.73,13.4,2310,176,57,2021-10-26 23:50:15,2021-10-27 05:41:19,67,16.1,331,351,260,65,6,20,493,5,94,74
2021-10-25 22:01:44,2021-10-26 23:50:15,UTC-07:00,34,50,42,34.60,95.78,15.4,2709,167,59,2021-10-25 22:01:44,2021-10-26 07:22:11,98,16.1,472,557,267,108,97,85,484,35,85,73
2021-10-24 22:50:11,2021-10-25 22:01:44,UTC-07:00,37,47,53,34.46,95.55,,1678,97,51,2021-10-24 22:50:11,2021-10-25 06:30:42,84,17.1,432,460,267,90,75,28,516,47,94,74
2021-10-24 00:58:27,2021-10-24 22:50:11,UTC-07:00,43,49,51,33.20,95.07,12.2,2042,164,56,2021-10-24 00:58:27,2021-10-24 07:14:49,79,15.8,333,376,236,60,37,43,420,5,91,56
2021-10-22 21:20:21,2021-10-24 00:58:27,UTC-07:00,7,47,37,35.10,95.25,15.7,2842,172,55,2021-10-23 14:58:10,2021-10-23 16:29:37,16,16.3,75,75,65,10,0,0,455,5,100,
2021-10-21 23:25:38,2021-10-22 21:20:21,UTC-07:00,90,48,72,34.30,96.85,16.3,2490,172,59,2021-10-21 23:25:38,2021-10-22 07:14:46,85,15.1,439,469,291,65,83,30,514,31,95,88
2021-10-20 23:40:58,2021-10-21 23:25:38,UTC-07:00,95,45,71,33.69,95.48,14.7,2469,160,56,2021-10-20 23:40:58,2021-10-21 07:27:24,86,15.2,418,451,195,78,145,33,486,11,95,79
2021-10-19 22:42:22,2021-10-20 23:40:58,UTC-07:00,89,51,62,,,13.3,2471,150,56,2021-10-19 22:42:22,2021-10-20 07:42:26,96,15.3,464,527,272,86,106,63,484,0,88,83
2021-10-18 21:33:55,2021-10-19 22:42:22,UTC-07:00,84,53,61,,,14.8,2348,181,60,2021-10-18 21:33:55,2021-10-19 07:34:06,100,15.7,532,598,299,84,149,66,478,29,89,81
2021-10-17 22:13:46,2021-10-18 21:33:55,UTC-07:00,88,49,66,,,0.5,1712,117,53,2021-10-17 22:13:46,2021-10-18 07:19:14,87,16.0,493,540,302,110,81,47,565,67,93,79
2021-10-17 00:00:21,2021-10-17 22:13:46,UTC-07:00,45,51,47,,,16.8,2516,181,60,2021-10-17 00:00:21,2021-10-17 05:59:25,70,16.1,350,359,210,94,46,9,501,0,98,69
2021-10-15 21:29:21,2021-10-17 00:00:21,UTC-07:00,79,43,54,,,17.2,2841,183,55,2021-10-15 21:29:21,2021-10-16 07:28:09,100,15.4,552,599,395,121,36,47,478,0,92,91
2021-10-14 21:54:18,2021-10-15 21:29:21,UTC-07:00,81,43,52,,,13.9,2261,181,54,2021-10-14 21:54:18,2021-10-15 07:24:02,100,15.4,524,550,355,110,59,26,505,17,95,88
2021-10-13 21:37:40,2021-10-14 21:54:18,UTC-07:00,81,44,53,,,15.4,2609,168,56,2021-10-13 21:37:40,2021-10-14 06:27:00,94,15.4,454,529,280,109,65,75,485,0,87,84
2021-10-12 21:24:50,2021-10-13 21:37:40,UTC-07:00,43,47,40,,,15.0,2574,156,57,2021-10-12 21:24:50,2021-10-13 07:19:27,100,15.5,487,594,361,55,71,107,485,33,82,72
2021-10-11 22:24:32,2021-10-12 21:24:50,UTC-07:00,59,43,46,,,5.0,1725,155,50,2021-10-11 22:24:32,2021-10-12 07:11:32,85,14.8,489,522,267,108,114,33,572,56,95,74
2021-10-10 23:49:11,2021-10-11 22:24:32,UTC-07:00,90,44,58,,,19.4,3264,178,62,2021-10-10 23:49:11,2021-10-11 07:19:04,75,15.1,415,446,294,95,26,31,556,73,93,79
2021-10-10 01:08:05,2021-10-10 23:49:11,UTC-07:00,49,48,45,,,14.6,2353,165,57,2021-10-10 01:08:05,2021-10-10 07:08:33,67,15.2,337,354,212,70,55,17,506,22,95,62
2021-10-09 00:23:46,2021-10-10 01:08:05,UTC-07:00,66,47,54,,,14.8,2473,166,56,2021-10-09 00:23:46,2021-10-09 08:04:04,90,16.2,454,460,263,98,93,6,507,29,98,58
2021-10-07 22:16:52,2021-10-09 00:23:46,UTC-07:00,64,42,47,,,14.0,2542,164,53,2021-10-07 22:16:52,2021-10-08 06:13:25,87,14.5,420,471,242,131,47,51,484,0,92,83
2021-10-06 21:41:04,2021-10-07 22:16:52,UTC-07:00,70,43,50,,,14.9,2492,178,53,2021-10-06 21:41:04,2021-10-07 07:17:52,100,15.1,541,573,279,167,95,32,501,0,94,87
2021-10-05 21:10:27,2021-10-06 21:41:04,UTC-07:00,42,45,40,,,17.3,2871,175,57,2021-10-05 21:10:27,2021-10-06 06:41:10,100,15.2,483,568,318,104,61,85,464,13,85,85
2021-10-04 21:50:44,2021-10-05 21:10:27,UTC-07:00,38,44,41,,,4.2,1709,128,50,2021-10-04 21:50:44,2021-10-05 06:27:17,94,15.4,445,508,334,66,45,63,474,0,88,87
2021-10-03 20:26:27,2021-10-04 21:50:44,UTC-07:00,92,43,62,,,13.3,2242,172,52,2021-10-03 20:26:27,2021-10-04 07:22:02,100,15.5,597,653,399,73,125,56,495,5,91,77
2021-10-02 21:54:18,2021-10-03 20:26:27,UTC-07:00,69,42,51,,,15.7,2579,161,55,2021-10-02 21:54:18,2021-10-03 07:10:51,98,14.9,483,557,266,93,124,74,492,0,87,90
2021-10-01 21:47:21,2021-10-02 21:54:18,UTC-07:00,94,43,59,,,16.0,2519,167,54,2021-10-01 21:47:21,2021-10-02 06:49:51,100,14.8,530,542,296,117,117,12,500,0,97,86
2021-09-30 22:07:38,2021-10-01 21:47:21,UTC-07:00,63,42,49,,,17.1,2537,182,54,2021-09-30 22:07:38,2021-10-01 06:38:45,100,14.6,484,511,281,115,88,27,478,5,95,87
2021-09-29 22:41:22,2021-09-30 22:07:38,UTC-07:00,68,41,52,,,13.0,2139,172,51,2021-09-29 22:41:22,2021-09-30 07:26:56,98,14.5,487,526,283,117,87,39,496,0,94,80
2021-09-28 21:43:38,2021-09-29 22:41:22,UTC-07:00,70,41,53,,,16.6,2633,178,52,2021-09-28 21:43:38,2021-09-29 07:43:35,100,14.3,551,583,305,163,83,32,492,38,96,83
2021-09-27 21:55:47,2021-09-28 21:43:38,UTC-07:00,77,42,55,,,7.2,1831,182,49,2021-09-27 21:55:47,2021-09-28 05:46:01,83,14.8,399,470,210,109,80,71,479,0,87,89
2021-09-26 22:30:53,2021-09-27 21:55:47,UTC-07:00,96,41,59,,,14.1,2204,179,52,2021-09-26 22:30:53,2021-09-27 07:11:18,100,14.9,488,517,322,95,71,29,487,2,95,87
2021-09-25 20:57:01,2021-09-26 22:30:53,UTC-07:00,70,48,52,,,14.8,2590,167,55,2021-09-25 20:57:01,2021-09-26 07:00:54,99,15.2,494,603,266,116,112,109,497,0,82,80
2021-09-24 22:18:32,2021-09-25 20:57:01,UTC-07:00,94,43,59,,,16.7,2450,173,54,2021-09-24 22:18:32,2021-09-25 07:36:13,100,14.8,514,555,320,98,96,41,480,5,93,89
2021-09-23 22:16:10,2021-09-24 22:18:32,UTC-07:00,52,47,45,,,13.4,2271,168,54,2021-09-23 22:16:10,2021-09-24 07:11:56,98,15.1,480,535,274,114,92,55,487,11,89,89
2021-09-22 22:08:15,2021-09-23 22:16:10,UTC-07:00,93,41,56,,,13.6,2365,161,52,2021-09-22 22:08:15,2021-09-23 07:12:15,96,14.9,471,544,334,68,69,73,491,0,88,84
2021-09-21 20:48:12,2021-09-22 22:08:15,UTC-07:00,63,43,45,,,15.9,2632,173,53,2021-09-21 20:48:12,2021-09-22 06:51:05,100,15.6,515,602,332,131,52,87,483,31,86,79
2021-09-20 22:13:22,2021-09-21 20:48:12,UTC-07:00,72,42,48,,,6.0,1714,178,49,2021-09-20 22:13:22,2021-09-21 06:26:43,86,14.4,413,492,271,103,39,79,483,0,83,86
2021-09-19 21:35:30,2021-09-20 22:13:22,UTC-07:00,78,41,48,,,14.7,2364,178,52,2021-09-19 21:35:30,2021-09-20 07:09:06,100,14.1,507,550,267,147,93,43,483,0,92,87
2021-09-18 21:26:10,2021-09-19 21:35:30,UTC-07:00,80,40,49,,,14.7,2366,181,52,2021-09-18 21:26:10,2021-09-19 07:39:58,100,15.0,500,613,264,126,110,113,450,0,81,81
